CUSTOMER_SEGMENT_DATE,,AdSmart,2019-12-10 00:00:00,,2011-01-01 00:00:00,2999-12-31 00:00:00
CUSTOMER_SEGMENT_DATE,,Adobe,2019-12-10 00:00:00,,2011-01-01 00:00:00,2999-12-31 00:00:00
CUSTOMER_SEGMENT_DATE,,Now TV,2019-12-10 00:00:00,,2011-01-01 00:00:00,2999-12-31 00:00:00
